location,date,crash_count
flinders_island_airport,2016-01,1
flinders_island_airport,2016-03,1
flinders_island_airport,2016-04,1
flinders_island_airport,2016-05,3
flinders_island_airport,2016-06,1
flinders_island_airport,2016-08,2
flinders_island_airport,2016-12,1
flinders_island_airport,2017-01,1
flinders_island_airport,2017-11,1
flinders_island_airport,2017-12,1
flinders_island_airport,2018-01,3
flinders_island_airport,2018-05,1
flinders_island_airport,2018-06,1
flinders_island_airport,2018-07,2
flinders_island_airport,2018-08,2
flinders_island_airport,2018-09,1
flinders_island_airport,2019-01,3
flinders_island_airport,2019-02,1
flinders_island_airport,2019-04,1
flinders_island_airport,2019-08,1
flinders_island_airport,2019-09,1
flinders_island_airport,2020-02,2
flinders_island_airport,2020-03,3
flinders_island_airport,2020-08,1
flinders_island_airport,2020-10,1
friendly_beaches,2010-01,11
friendly_beaches,2010-02,19
friendly_beaches,2010-03,11
friendly_beaches,2010-04,5
friendly_beaches,2010-05,3
friendly_beaches,2010-06,7
friendly_beaches,2010-07,7
friendly_beaches,2010-08,2
friendly_beaches,2010-09,7
friendly_beaches,2010-10,4
friendly_beaches,2010-11,5
friendly_beaches,2010-12,5
friendly_beaches,2011-01,9
friendly_beaches,2011-02,8
friendly_beaches,2011-03,4
friendly_beaches,2011-04,8
friendly_beaches,2011-05,7
friendly_beaches,2011-06,4
friendly_beaches,2011-07,5
friendly_beaches,2011-08,3
friendly_beaches,2011-09,2
friendly_beaches,2011-10,3
friendly_beaches,2011-11,6
friendly_beaches,2011-12,6
friendly_beaches,2012-01,4
friendly_beaches,2012-02,8
friendly_beaches,2012-03,9
friendly_beaches,2012-04,7
friendly_beaches,2012-05,4
friendly_beaches,2012-06,5
friendly_beaches,2012-07,2
friendly_beaches,2012-08,4
friendly_beaches,2012-09,7
friendly_beaches,2012-10,2
friendly_beaches,2012-11,5
friendly_beaches,2012-12,6
friendly_beaches,2013-01,7
friendly_beaches,2013-02,9
friendly_beaches,2013-03,7
friendly_beaches,2013-04,10
friendly_beaches,2013-05,3
friendly_beaches,2013-06,5
friendly_beaches,2013-07,2
friendly_beaches,2013-08,5
friendly_beaches,2013-09,7
friendly_beaches,2013-10,5
friendly_beaches,2013-11,10
friendly_beaches,2013-12,4
friendly_beaches,2014-01,11
friendly_beaches,2014-02,7
friendly_beaches,2014-03,8
friendly_beaches,2014-04,3
friendly_beaches,2014-05,3
friendly_beaches,2014-06,3
friendly_beaches,2014-07,5
friendly_beaches,2014-08,4
friendly_beaches,2014-09,5
friendly_beaches,2014-10,3
friendly_beaches,2014-11,6
friendly_beaches,2014-12,4
friendly_beaches,2015-01,13
friendly_beaches,2015-02,4
friendly_beaches,2015-03,8
friendly_beaches,2015-04,6
friendly_beaches,2015-05,4
friendly_beaches,2015-06,5
friendly_beaches,2015-07,2
friendly_beaches,2015-08,4
friendly_beaches,2015-09,7
friendly_beaches,2015-10,5
friendly_beaches,2015-11,8
friendly_beaches,2015-12,16
friendly_beaches,2016-01,13
friendly_beaches,2016-02,14
friendly_beaches,2016-03,13
friendly_beaches,2016-04,6
friendly_beaches,2016-05,7
friendly_beaches,2016-06,4
friendly_beaches,2016-07,5
friendly_beaches,2016-08,4
friendly_beaches,2016-09,9
friendly_beaches,2016-10,9
friendly_beaches,2016-11,11
friendly_beaches,2016-12,13
friendly_beaches,2017-01,11
friendly_beaches,2017-02,8
friendly_beaches,2017-03,12
friendly_beaches,2017-04,8
friendly_beaches,2017-05,4
friendly_beaches,2017-06,4
friendly_beaches,2017-07,3
friendly_beaches,2017-08,6
friendly_beaches,2017-09,4
friendly_beaches,2017-10,7
friendly_beaches,2017-11,9
friendly_beaches,2017-12,9
friendly_beaches,2018-01,7
friendly_beaches,2018-02,9
friendly_beaches,2018-03,11
friendly_beaches,2018-04,7
friendly_beaches,2018-05,6
friendly_beaches,2018-06,4
friendly_beaches,2018-07,1
friendly_beaches,2018-08,6
friendly_beaches,2018-09,4
friendly_beaches,2018-10,6
friendly_beaches,2018-11,6
friendly_beaches,2018-12,14
friendly_beaches,2019-01,10
friendly_beaches,2019-02,7
friendly_beaches,2019-03,10
friendly_beaches,2019-04,9
friendly_beaches,2019-05,7
friendly_beaches,2019-06,11
friendly_beaches,2019-07,4
friendly_beaches,2019-08,6
friendly_beaches,2019-09,6
friendly_beaches,2019-10,6
friendly_beaches,2019-11,4
friendly_beaches,2019-12,13
friendly_beaches,2020-01,15
friendly_beaches,2020-02,11
friendly_beaches,2020-03,11
friendly_beaches,2020-04,1
friendly_beaches,2020-05,6
friendly_beaches,2020-06,6
friendly_beaches,2020-07,5
friendly_beaches,2020-08,6
friendly_beaches,2020-09,3
friendly_beaches,2020-10,4
friendly_beaches,2020-11,4
friendly_beaches,2020-12,2
grove_(research_station),2010-01,16
grove_(research_station),2010-02,15
grove_(research_station),2010-03,18
grove_(research_station),2010-04,9
grove_(research_station),2010-05,12
grove_(research_station),2010-06,13
grove_(research_station),2010-07,14
grove_(research_station),2010-08,9
grove_(research_station),2010-09,10
grove_(research_station),2010-10,12
grove_(research_station),2010-11,20
grove_(research_station),2010-12,12
grove_(research_station),2011-01,16
grove_(research_station),2011-02,9
grove_(research_station),2011-03,13
grove_(research_station),2011-04,7
grove_(research_station),2011-05,9
grove_(research_station),2011-06,13
grove_(research_station),2011-07,13
grove_(research_station),2011-08,9
grove_(research_station),2011-09,13
grove_(research_station),2011-10,19
grove_(research_station),2011-11,19
grove_(research_station),2011-12,7
grove_(research_station),2012-01,19
grove_(research_station),2012-02,10
grove_(research_station),2012-03,19
grove_(research_station),2012-04,12
grove_(research_station),2012-05,10
grove_(research_station),2012-06,16
grove_(research_station),2012-07,11
grove_(research_station),2012-08,14
grove_(research_station),2012-09,11
grove_(research_station),2012-10,10
grove_(research_station),2012-11,12
grove_(research_station),2012-12,12
grove_(research_station),2013-01,16
grove_(research_station),2013-02,16
grove_(research_station),2013-03,16
grove_(research_station),2013-04,9
grove_(research_station),2013-05,9
grove_(research_station),2013-06,8
grove_(research_station),2013-07,12
grove_(research_station),2013-08,7
grove_(research_station),2013-09,13
grove_(research_station),2013-10,3
grove_(research_station),2013-11,9
grove_(research_station),2013-12,15
grove_(research_station),2014-01,19
grove_(research_station),2014-02,14
grove_(research_station),2014-03,13
grove_(research_station),2014-04,7
grove_(research_station),2014-05,8
grove_(research_station),2014-06,7
grove_(research_station),2014-07,15
grove_(research_station),2014-08,9
grove_(research_station),2014-09,12
grove_(research_station),2014-10,17
grove_(research_station),2014-11,15
grove_(research_station),2014-12,15
grove_(research_station),2015-01,19
grove_(research_station),2015-02,17
grove_(research_station),2015-03,11
grove_(research_station),2015-04,13
grove_(research_station),2015-05,17
grove_(research_station),2015-06,10
grove_(research_station),2015-07,9
grove_(research_station),2015-08,14
grove_(research_station),2015-09,5
grove_(research_station),2015-10,14
grove_(research_station),2015-11,12
grove_(research_station),2015-12,18
grove_(research_station),2016-01,10
grove_(research_station),2016-02,9
grove_(research_station),2016-03,10
grove_(research_station),2016-04,18
grove_(research_station),2016-05,15
grove_(research_station),2016-06,14
grove_(research_station),2016-07,18
grove_(research_station),2016-08,7
grove_(research_station),2016-09,17
grove_(research_station),2016-10,8
grove_(research_station),2016-11,13
grove_(research_station),2016-12,21
grove_(research_station),2017-01,14
grove_(research_station),2017-02,19
grove_(research_station),2017-03,17
grove_(research_station),2017-04,11
grove_(research_station),2017-05,9
grove_(research_station),2017-06,12
grove_(research_station),2017-07,15
grove_(research_station),2017-08,9
grove_(research_station),2017-09,13
grove_(research_station),2017-10,19
grove_(research_station),2017-11,12
grove_(research_station),2017-12,14
grove_(research_station),2018-01,14
grove_(research_station),2018-02,8
grove_(research_station),2018-03,15
grove_(research_station),2018-04,11
grove_(research_station),2018-05,16
grove_(research_station),2018-06,12
grove_(research_station),2018-07,8
grove_(research_station),2018-08,14
grove_(research_station),2018-09,13
grove_(research_station),2018-10,12
grove_(research_station),2018-11,24
grove_(research_station),2018-12,17
grove_(research_station),2019-01,26
grove_(research_station),2019-02,18
grove_(research_station),2019-03,16
grove_(research_station),2019-04,12
grove_(research_station),2019-05,10
grove_(research_station),2019-06,25
grove_(research_station),2019-07,13
grove_(research_station),2019-08,14
grove_(research_station),2019-09,10
grove_(research_station),2019-10,13
grove_(research_station),2019-11,11
grove_(research_station),2019-12,18
grove_(research_station),2020-01,23
grove_(research_station),2020-02,22
grove_(research_station),2020-03,16
grove_(research_station),2020-04,10
grove_(research_station),2020-05,10
grove_(research_station),2020-06,8
grove_(research_station),2020-07,12
grove_(research_station),2020-08,12
grove_(research_station),2020-09,8
grove_(research_station),2020-10,6
grove_(research_station),2020-11,4
grove_(research_station),2020-12,3
hobart_(ellerslie_road),2010-01,185
hobart_(ellerslie_road),2010-02,205
hobart_(ellerslie_road),2010-03,257
hobart_(ellerslie_road),2010-04,204
hobart_(ellerslie_road),2010-05,250
hobart_(ellerslie_road),2010-06,236
hobart_(ellerslie_road),2010-07,224
hobart_(ellerslie_road),2010-08,224
hobart_(ellerslie_road),2010-09,207
hobart_(ellerslie_road),2010-10,248
hobart_(ellerslie_road),2010-11,239
hobart_(ellerslie_road),2010-12,247
hobart_(ellerslie_road),2011-01,185
hobart_(ellerslie_road),2011-02,227
hobart_(ellerslie_road),2011-03,247
hobart_(ellerslie_road),2011-04,225
hobart_(ellerslie_road),2011-05,229
hobart_(ellerslie_road),2011-06,198
hobart_(ellerslie_road),2011-07,222
hobart_(ellerslie_road),2011-08,204
hobart_(ellerslie_road),2011-09,184
hobart_(ellerslie_road),2011-10,197
hobart_(ellerslie_road),2011-11,225
hobart_(ellerslie_road),2011-12,221
hobart_(ellerslie_road),2012-01,185
hobart_(ellerslie_road),2012-02,171
hobart_(ellerslie_road),2012-03,189
hobart_(ellerslie_road),2012-04,183
hobart_(ellerslie_road),2012-05,215
hobart_(ellerslie_road),2012-06,213
hobart_(ellerslie_road),2012-07,213
hobart_(ellerslie_road),2012-08,203
hobart_(ellerslie_road),2012-09,173
hobart_(ellerslie_road),2012-10,162
hobart_(ellerslie_road),2012-11,188
hobart_(ellerslie_road),2012-12,225
hobart_(ellerslie_road),2013-01,178
hobart_(ellerslie_road),2013-02,173
hobart_(ellerslie_road),2013-03,202
hobart_(ellerslie_road),2013-04,183
hobart_(ellerslie_road),2013-05,189
hobart_(ellerslie_road),2013-06,181
hobart_(ellerslie_road),2013-07,192
hobart_(ellerslie_road),2013-08,203
hobart_(ellerslie_road),2013-09,198
hobart_(ellerslie_road),2013-10,207
hobart_(ellerslie_road),2013-11,187
hobart_(ellerslie_road),2013-12,201
hobart_(ellerslie_road),2014-01,190
hobart_(ellerslie_road),2014-02,180
hobart_(ellerslie_road),2014-03,190
hobart_(ellerslie_road),2014-04,195
hobart_(ellerslie_road),2014-05,230
hobart_(ellerslie_road),2014-06,206
hobart_(ellerslie_road),2014-07,193
hobart_(ellerslie_road),2014-08,230
hobart_(ellerslie_road),2014-09,193
hobart_(ellerslie_road),2014-10,181
hobart_(ellerslie_road),2014-11,199
hobart_(ellerslie_road),2014-12,209
hobart_(ellerslie_road),2015-01,208
hobart_(ellerslie_road),2015-02,217
hobart_(ellerslie_road),2015-03,218
hobart_(ellerslie_road),2015-04,163
hobart_(ellerslie_road),2015-05,233
hobart_(ellerslie_road),2015-06,208
hobart_(ellerslie_road),2015-07,209
hobart_(ellerslie_road),2015-08,211
hobart_(ellerslie_road),2015-09,190
hobart_(ellerslie_road),2015-10,181
hobart_(ellerslie_road),2015-11,218
hobart_(ellerslie_road),2015-12,246
hobart_(ellerslie_road),2016-01,183
hobart_(ellerslie_road),2016-02,201
hobart_(ellerslie_road),2016-03,201
hobart_(ellerslie_road),2016-04,195
hobart_(ellerslie_road),2016-05,203
hobart_(ellerslie_road),2016-06,238
hobart_(ellerslie_road),2016-07,200
hobart_(ellerslie_road),2016-08,217
hobart_(ellerslie_road),2016-09,201
hobart_(ellerslie_road),2016-10,210
hobart_(ellerslie_road),2016-11,224
hobart_(ellerslie_road),2016-12,255
hobart_(ellerslie_road),2017-01,191
hobart_(ellerslie_road),2017-02,208
hobart_(ellerslie_road),2017-03,211
hobart_(ellerslie_road),2017-04,171
hobart_(ellerslie_road),2017-05,231
hobart_(ellerslie_road),2017-06,193
hobart_(ellerslie_road),2017-07,206
hobart_(ellerslie_road),2017-08,225
hobart_(ellerslie_road),2017-09,215
hobart_(ellerslie_road),2017-10,177
hobart_(ellerslie_road),2017-11,202
hobart_(ellerslie_road),2017-12,219
hobart_(ellerslie_road),2018-01,198
hobart_(ellerslie_road),2018-02,199
hobart_(ellerslie_road),2018-03,245
hobart_(ellerslie_road),2018-04,216
hobart_(ellerslie_road),2018-05,259
hobart_(ellerslie_road),2018-06,238
hobart_(ellerslie_road),2018-07,232
hobart_(ellerslie_road),2018-08,212
hobart_(ellerslie_road),2018-09,192
hobart_(ellerslie_road),2018-10,220
hobart_(ellerslie_road),2018-11,238
hobart_(ellerslie_road),2018-12,220
hobart_(ellerslie_road),2019-01,199
hobart_(ellerslie_road),2019-02,197
hobart_(ellerslie_road),2019-03,249
hobart_(ellerslie_road),2019-04,194
hobart_(ellerslie_road),2019-05,215
hobart_(ellerslie_road),2019-06,224
hobart_(ellerslie_road),2019-07,216
hobart_(ellerslie_road),2019-08,248
hobart_(ellerslie_road),2019-09,204
hobart_(ellerslie_road),2019-10,229
hobart_(ellerslie_road),2019-11,247
hobart_(ellerslie_road),2019-12,221
hobart_(ellerslie_road),2020-01,192
hobart_(ellerslie_road),2020-02,233
hobart_(ellerslie_road),2020-03,190
hobart_(ellerslie_road),2020-04,89
hobart_(ellerslie_road),2020-05,111
hobart_(ellerslie_road),2020-06,163
hobart_(ellerslie_road),2020-07,158
hobart_(ellerslie_road),2020-08,182
hobart_(ellerslie_road),2020-09,127
hobart_(ellerslie_road),2020-10,131
hobart_(ellerslie_road),2020-11,124
hobart_(ellerslie_road),2020-12,32
hobart_airport,2010-01,9
hobart_airport,2010-02,10
hobart_airport,2010-03,21
hobart_airport,2010-04,9
hobart_airport,2010-05,11
hobart_airport,2010-06,7
hobart_airport,2010-07,12
hobart_airport,2010-08,7
hobart_airport,2010-09,12
hobart_airport,2010-10,10
hobart_airport,2010-11,4
hobart_airport,2010-12,15
hobart_airport,2011-01,15
hobart_airport,2011-02,6
hobart_airport,2011-03,14
hobart_airport,2011-04,22
hobart_airport,2011-05,6
hobart_airport,2011-06,12
hobart_airport,2011-07,13
hobart_airport,2011-08,12
hobart_airport,2011-09,4
hobart_airport,2011-10,10
hobart_airport,2011-11,13
hobart_airport,2011-12,7
hobart_airport,2012-01,16
hobart_airport,2012-02,8
hobart_airport,2012-03,3
hobart_airport,2012-04,9
hobart_airport,2012-05,7
hobart_airport,2012-06,13
hobart_airport,2012-07,11
hobart_airport,2012-08,3
hobart_airport,2012-09,9
hobart_airport,2012-10,11
hobart_airport,2012-11,13
hobart_airport,2012-12,12
hobart_airport,2013-01,13
hobart_airport,2013-02,12
hobart_airport,2013-03,11
hobart_airport,2013-04,12
hobart_airport,2013-05,21
hobart_airport,2013-06,9
hobart_airport,2013-07,15
hobart_airport,2013-08,10
hobart_airport,2013-09,12
hobart_airport,2013-10,5
hobart_airport,2013-11,11
hobart_airport,2013-12,14
hobart_airport,2014-01,27
hobart_airport,2014-02,9
hobart_airport,2014-03,10
hobart_airport,2014-04,13
hobart_airport,2014-05,10
hobart_airport,2014-06,9
hobart_airport,2014-07,9
hobart_airport,2014-08,11
hobart_airport,2014-09,10
hobart_airport,2014-10,14
hobart_airport,2014-11,12
hobart_airport,2014-12,13
hobart_airport,2015-01,17
hobart_airport,2015-02,11
hobart_airport,2015-03,9
hobart_airport,2015-04,10
hobart_airport,2015-05,9
hobart_airport,2015-06,14
hobart_airport,2015-07,10
hobart_airport,2015-08,7
hobart_airport,2015-09,14
hobart_airport,2015-10,13
hobart_airport,2015-11,13
hobart_airport,2015-12,13
hobart_airport,2016-01,12
hobart_airport,2016-02,17
hobart_airport,2016-03,14
hobart_airport,2016-04,8
hobart_airport,2016-05,8
hobart_airport,2016-06,6
hobart_airport,2016-07,5
hobart_airport,2016-08,13
hobart_airport,2016-09,3
hobart_airport,2016-10,14
hobart_airport,2016-11,14
hobart_airport,2016-12,21
hobart_airport,2017-01,12
hobart_airport,2017-02,11
hobart_airport,2017-03,18
hobart_airport,2017-04,12
hobart_airport,2017-05,10
hobart_airport,2017-06,6
hobart_airport,2017-07,10
hobart_airport,2017-08,11
hobart_airport,2017-09,11
hobart_airport,2017-10,21
hobart_airport,2017-11,7
hobart_airport,2017-12,13
hobart_airport,2018-01,25
hobart_airport,2018-02,8
hobart_airport,2018-03,13
hobart_airport,2018-04,12
hobart_airport,2018-05,14
hobart_airport,2018-06,8
hobart_airport,2018-07,12
hobart_airport,2018-08,14
hobart_airport,2018-09,11
hobart_airport,2018-10,12
hobart_airport,2018-11,14
hobart_airport,2018-12,9
hobart_airport,2019-01,6
hobart_airport,2019-02,11
hobart_airport,2019-03,15
hobart_airport,2019-04,10
hobart_airport,2019-05,15
hobart_airport,2019-06,12
hobart_airport,2019-07,4
hobart_airport,2019-08,9
hobart_airport,2019-09,3
hobart_airport,2019-10,14
hobart_airport,2019-11,14
hobart_airport,2019-12,24
hobart_airport,2020-01,15
hobart_airport,2020-02,17
hobart_airport,2020-03,20
hobart_airport,2020-04,4
hobart_airport,2020-05,4
hobart_airport,2020-06,16
hobart_airport,2020-07,12
hobart_airport,2020-08,10
hobart_airport,2020-09,8
hobart_airport,2020-10,7
hobart_airport,2020-11,7
hobart_airport,2020-12,4
king_island_airport,2010-02,1
king_island_airport,2010-03,1
king_island_airport,2010-06,2
king_island_airport,2010-08,2
king_island_airport,2010-09,1
king_island_airport,2010-10,1
king_island_airport,2010-11,1
king_island_airport,2011-01,3
king_island_airport,2011-02,1
king_island_airport,2011-03,3
king_island_airport,2011-04,2
king_island_airport,2011-05,2
king_island_airport,2011-09,1
king_island_airport,2011-10,1
king_island_airport,2011-12,2
king_island_airport,2012-02,1
king_island_airport,2012-07,4
king_island_airport,2012-09,1
king_island_airport,2012-12,1
king_island_airport,2013-01,4
king_island_airport,2013-07,2
king_island_airport,2013-08,3
king_island_airport,2013-12,1
king_island_airport,2014-01,1
king_island_airport,2014-03,1
king_island_airport,2014-04,2
king_island_airport,2014-06,1
king_island_airport,2014-08,2
king_island_airport,2014-09,1
king_island_airport,2014-10,1
king_island_airport,2014-12,2
king_island_airport,2015-02,1
king_island_airport,2015-03,1
king_island_airport,2015-04,1
king_island_airport,2015-07,1
king_island_airport,2015-08,2
king_island_airport,2015-09,1
king_island_airport,2016-04,2
king_island_airport,2016-05,1
king_island_airport,2016-06,2
king_island_airport,2016-07,4
king_island_airport,2017-02,3
king_island_airport,2017-06,2
king_island_airport,2017-11,2
king_island_airport,2017-12,1
king_island_airport,2018-01,2
king_island_airport,2018-02,1
king_island_airport,2018-03,1
king_island_airport,2018-04,1
king_island_airport,2018-05,1
king_island_airport,2018-06,5
king_island_airport,2018-07,3
king_island_airport,2018-09,3
king_island_airport,2018-12,2
king_island_airport,2019-02,4
king_island_airport,2019-04,2
king_island_airport,2019-05,1
king_island_airport,2019-06,3
king_island_airport,2019-07,1
king_island_airport,2019-08,2
king_island_airport,2019-09,1
king_island_airport,2019-10,1
king_island_airport,2020-02,1
king_island_airport,2020-03,1
king_island_airport,2020-08,2
king_island_airport,2020-12,1
launceston_(ti_tree_bend),2010-01,108
launceston_(ti_tree_bend),2010-02,113
launceston_(ti_tree_bend),2010-03,113
launceston_(ti_tree_bend),2010-04,107
launceston_(ti_tree_bend),2010-05,123
launceston_(ti_tree_bend),2010-06,103
launceston_(ti_tree_bend),2010-07,139
launceston_(ti_tree_bend),2010-08,98
launceston_(ti_tree_bend),2010-09,117
launceston_(ti_tree_bend),2010-10,115
launceston_(ti_tree_bend),2010-11,87
launceston_(ti_tree_bend),2010-12,99
launceston_(ti_tree_bend),2011-01,115
launceston_(ti_tree_bend),2011-02,99
launceston_(ti_tree_bend),2011-03,99
launceston_(ti_tree_bend),2011-04,104
launceston_(ti_tree_bend),2011-05,118
launceston_(ti_tree_bend),2011-06,111
launceston_(ti_tree_bend),2011-07,111
launceston_(ti_tree_bend),2011-08,95
launceston_(ti_tree_bend),2011-09,85
launceston_(ti_tree_bend),2011-10,115
launceston_(ti_tree_bend),2011-11,116
launceston_(ti_tree_bend),2011-12,120
launceston_(ti_tree_bend),2012-01,70
launceston_(ti_tree_bend),2012-02,99
launceston_(ti_tree_bend),2012-03,104
launceston_(ti_tree_bend),2012-04,97
launceston_(ti_tree_bend),2012-05,87
launceston_(ti_tree_bend),2012-06,89
launceston_(ti_tree_bend),2012-07,92
launceston_(ti_tree_bend),2012-08,100
launceston_(ti_tree_bend),2012-09,87
launceston_(ti_tree_bend),2012-10,101
launceston_(ti_tree_bend),2012-11,87
launceston_(ti_tree_bend),2012-12,102
launceston_(ti_tree_bend),2013-01,78
launceston_(ti_tree_bend),2013-02,83
launceston_(ti_tree_bend),2013-03,97
launceston_(ti_tree_bend),2013-04,112
launceston_(ti_tree_bend),2013-05,110
launceston_(ti_tree_bend),2013-06,100
launceston_(ti_tree_bend),2013-07,121
launceston_(ti_tree_bend),2013-08,94
launceston_(ti_tree_bend),2013-09,97
launceston_(ti_tree_bend),2013-10,83
launceston_(ti_tree_bend),2013-11,111
launceston_(ti_tree_bend),2013-12,105
launceston_(ti_tree_bend),2014-01,109
launceston_(ti_tree_bend),2014-02,115
launceston_(ti_tree_bend),2014-03,120
launceston_(ti_tree_bend),2014-04,122
launceston_(ti_tree_bend),2014-05,120
launceston_(ti_tree_bend),2014-06,99
launceston_(ti_tree_bend),2014-07,120
launceston_(ti_tree_bend),2014-08,107
launceston_(ti_tree_bend),2014-09,98
launceston_(ti_tree_bend),2014-10,80
launceston_(ti_tree_bend),2014-11,87
launceston_(ti_tree_bend),2014-12,109
launceston_(ti_tree_bend),2015-01,103
launceston_(ti_tree_bend),2015-02,120
launceston_(ti_tree_bend),2015-03,134
launceston_(ti_tree_bend),2015-04,118
launceston_(ti_tree_bend),2015-05,120
launceston_(ti_tree_bend),2015-06,125
launceston_(ti_tree_bend),2015-07,110
launceston_(ti_tree_bend),2015-08,112
launceston_(ti_tree_bend),2015-09,84
launceston_(ti_tree_bend),2015-10,90
launceston_(ti_tree_bend),2015-11,122
launceston_(ti_tree_bend),2015-12,116
launceston_(ti_tree_bend),2016-01,89
launceston_(ti_tree_bend),2016-02,122
launceston_(ti_tree_bend),2016-03,146
launceston_(ti_tree_bend),2016-04,100
launceston_(ti_tree_bend),2016-05,118
launceston_(ti_tree_bend),2016-06,113
launceston_(ti_tree_bend),2016-07,101
launceston_(ti_tree_bend),2016-08,106
launceston_(ti_tree_bend),2016-09,86
launceston_(ti_tree_bend),2016-10,119
launceston_(ti_tree_bend),2016-11,127
launceston_(ti_tree_bend),2016-12,138
launceston_(ti_tree_bend),2017-01,105
launceston_(ti_tree_bend),2017-02,112
launceston_(ti_tree_bend),2017-03,144
launceston_(ti_tree_bend),2017-04,115
launceston_(ti_tree_bend),2017-05,135
launceston_(ti_tree_bend),2017-06,113
launceston_(ti_tree_bend),2017-07,110
launceston_(ti_tree_bend),2017-08,118
launceston_(ti_tree_bend),2017-09,117
launceston_(ti_tree_bend),2017-10,128
launceston_(ti_tree_bend),2017-11,118
launceston_(ti_tree_bend),2017-12,135
launceston_(ti_tree_bend),2018-01,112
launceston_(ti_tree_bend),2018-02,116
launceston_(ti_tree_bend),2018-03,126
launceston_(ti_tree_bend),2018-04,92
launceston_(ti_tree_bend),2018-05,133
launceston_(ti_tree_bend),2018-06,140
launceston_(ti_tree_bend),2018-07,116
launceston_(ti_tree_bend),2018-08,105
launceston_(ti_tree_bend),2018-09,114
launceston_(ti_tree_bend),2018-10,99
launceston_(ti_tree_bend),2018-11,118
launceston_(ti_tree_bend),2018-12,108
launceston_(ti_tree_bend),2019-01,98
launceston_(ti_tree_bend),2019-02,98
launceston_(ti_tree_bend),2019-03,101
launceston_(ti_tree_bend),2019-04,118
launceston_(ti_tree_bend),2019-05,145
launceston_(ti_tree_bend),2019-06,123
launceston_(ti_tree_bend),2019-07,98
launceston_(ti_tree_bend),2019-08,96
launceston_(ti_tree_bend),2019-09,117
launceston_(ti_tree_bend),2019-10,111
launceston_(ti_tree_bend),2019-11,117
launceston_(ti_tree_bend),2019-12,119
launceston_(ti_tree_bend),2020-01,105
launceston_(ti_tree_bend),2020-02,113
launceston_(ti_tree_bend),2020-03,105
launceston_(ti_tree_bend),2020-04,61
launceston_(ti_tree_bend),2020-05,98
launceston_(ti_tree_bend),2020-06,98
launceston_(ti_tree_bend),2020-07,127
launceston_(ti_tree_bend),2020-08,98
launceston_(ti_tree_bend),2020-09,98
launceston_(ti_tree_bend),2020-10,77
launceston_(ti_tree_bend),2020-11,84
launceston_(ti_tree_bend),2020-12,11
low_head,2010-01,7
low_head,2010-02,6
low_head,2010-03,5
low_head,2010-04,6
low_head,2010-05,1
low_head,2010-06,4
low_head,2010-07,2
low_head,2010-08,1
low_head,2010-09,3
low_head,2010-10,3
low_head,2010-11,4
low_head,2010-12,9
low_head,2011-01,2
low_head,2011-02,4
low_head,2011-03,2
low_head,2011-04,7
low_head,2011-05,7
low_head,2011-06,5
low_head,2011-07,8
low_head,2011-08,6
low_head,2011-09,5
low_head,2011-10,4
low_head,2011-11,6
low_head,2011-12,11
low_head,2012-01,7
low_head,2012-02,7
low_head,2012-03,5
low_head,2012-04,5
low_head,2012-05,5
low_head,2012-06,5
low_head,2012-07,4
low_head,2012-08,4
low_head,2012-09,3
low_head,2012-10,12
low_head,2012-11,3
low_head,2012-12,8
low_head,2013-01,5
low_head,2013-02,3
low_head,2013-03,5
low_head,2013-04,9
low_head,2013-05,10
low_head,2013-06,4
low_head,2013-07,9
low_head,2013-08,1
low_head,2013-09,3
low_head,2013-10,7
low_head,2013-11,7
low_head,2013-12,4
low_head,2014-01,5
low_head,2014-02,4
low_head,2014-03,2
low_head,2014-04,2
low_head,2014-05,8
low_head,2014-06,8
low_head,2014-07,5
low_head,2014-08,2
low_head,2014-09,1
low_head,2014-10,8
low_head,2014-11,8
low_head,2014-12,12
low_head,2015-01,4
low_head,2015-02,6
low_head,2015-03,1
low_head,2015-04,7
low_head,2015-05,5
low_head,2015-06,4
low_head,2015-07,3
low_head,2015-08,5
low_head,2015-09,4
low_head,2015-10,6
low_head,2015-11,5
low_head,2015-12,3
low_head,2016-01,1
low_head,2016-02,1
low_head,2016-03,3
low_head,2016-04,2
low_head,2016-05,6
low_head,2016-06,3
low_head,2016-07,4
low_head,2016-08,8
low_head,2016-09,1
low_head,2016-10,4
low_head,2016-11,2
low_head,2016-12,7
low_head,2017-01,8
low_head,2017-02,3
low_head,2017-03,4
low_head,2017-04,4
low_head,2017-05,5
low_head,2017-06,1
low_head,2017-07,7
low_head,2017-08,9
low_head,2017-09,6
low_head,2017-10,5
low_head,2017-11,7
low_head,2017-12,7
low_head,2018-01,5
low_head,2018-02,7
low_head,2018-03,7
low_head,2018-04,2
low_head,2018-05,4
low_head,2018-06,5
low_head,2018-07,8
low_head,2018-08,5
low_head,2018-09,8
low_head,2018-10,3
low_head,2018-11,8
low_head,2018-12,2
low_head,2019-01,6
low_head,2019-02,5
low_head,2019-03,4
low_head,2019-04,6
low_head,2019-05,4
low_head,2019-06,2
low_head,2019-07,3
low_head,2019-08,3
low_head,2019-09,6
low_head,2019-10,3
low_head,2019-11,10
low_head,2019-12,1
low_head,2020-01,3
low_head,2020-02,2
low_head,2020-03,7
low_head,2020-04,5
low_head,2020-05,2
low_head,2020-06,7
low_head,2020-07,3
low_head,2020-08,4
low_head,2020-09,4
low_head,2020-10,2
low_head,2020-11,1
